0,5.57
1,5.7
2,6.12
3,5.9
4,5.87
5,5.45
6,5.54
7,5.84
8,6.24
9,5.96
10,5.25
11,5.31
12,6.03
13,5.71
14,5.32
15,5.44
16,6.01
17,5.88
18,5.91
19,5.66
20,5.46
21,5.74
22,5.54
23,5.89
24,5.69
25,5.35
26,5.6
27,5.56
28,5.46
29,5.93
30,5.46
31,5.38
32,5.57
33,5.22
34,5.64
35,5.63
36,5.34
37,5.37
38,5.33
39,5.56
40,6.09
41,5.47
42,6.03
43,6.27
44,5.73
45,5.32
46,5.68
47,5.29
48,5.47
49,6.05
50,5.64
51,5.48
52,5.6
53,5.57
54,6.23
55,5.69
56,5.35
57,5.38
58,5.51
59,5.67
60,5.19
61,5.12
62,5.44
63,5.6
64,5.48
65,5.99
66,5.57
67,5.81
68,5.76
69,5.35
70,5.62
71,5.13
72,5.89
73,5.41
74,5.46
75,6.1
76,6.13
77,5.51
78,5.75
79,6.02
80,5.49
81,5.56
82,5.66
83,5.56
84,5.89
85,5.74
86,5.5
87,5.52
88,5.14
89,5.48
90,5.48
91,5.82
92,5.79
93,5.89
94,5.91
95,5.72
96,6.38
97,5.48
98,5.95
99,5.82
100,5.34
101,5.08
102,5.94
103,6.42
104,5.69
105,5.54
106,5.15
107,5.4
108,6.18
109,5.52
110,5.49
111,5.2
112,5.78
113,5.97
114,5.68
115,5.89
116,6.0
117,4.89
118,5.57
119,6.26
120,5.22
121,5.13
122,5.73
123,5.46
124,5.15
125,5.72
126,5.31
127,5.28
128,5.41
129,6.03
130,5.59
131,5.66
132,5.85
133,5.61
134,5.66
135,5.06
136,6.28
137,4.93
138,5.68
139,5.15
140,6.06
141,5.44
142,5.79
143,5.76
144,5.69
145,5.82
146,5.35
147,6.27
148,5.92
149,5.97
150,5.75
151,5.7
152,5.38
153,5.83
154,5.39
155,5.71
156,5.19
157,6.1
158,5.16
159,6.12
160,5.09
161,5.87
162,6.55
163,5.44
164,5.47
165,4.95
166,5.49
167,5.25
168,5.32
169,5.86
170,5.93
171,6.01
172,5.45
173,5.42
174,5.5
175,5.89
176,5.42
177,5.75
178,5.76
179,5.83
180,5.43
181,5.46
182,5.73
183,5.92
184,5.17
185,5.1
186,6.08
187,5.27
188,5.89
189,5.93
190,5.77
191,5.61
192,5.66
193,5.69
194,5.42
195,5.33
196,6.26
197,5.62
198,5.69
199,5.31
200,6.05
201,5.49
202,5.77
203,5.4
204,5.51
205,4.95
206,4.69
207,5.73
208,5.72
209,5.33
210,5.45
211,5.87
212,5.87
213,5.84
214,5.27
215,5.67
216,6.08
217,6.14
218,5.05
219,5.57
220,5.36
221,5.43
222,5.78
223,6.14
224,5.6
225,6.13
226,6.36
227,6.21
228,6.01
229,5.4
230,5.99
231,6.1
232,5.54
233,5.51
234,5.93
235,6.05
236,6.05
237,5.5
238,5.54
239,5.93
240,5.83
241,6.04
242,5.13
243,5.78
244,5.62
245,6.04
246,5.57
247,5.25
248,5.4
249,5.64
250,5.7
251,5.77
252,5.53
253,6.21
254,5.82
255,5.27
256,5.29
257,5.69
258,6.08
259,4.83
260,5.57
261,5.73
262,6.01
263,5.89
264,5.6
265,5.52
266,5.64
267,5.69
268,5.99
269,5.84
270,5.17
271,4.82
272,5.41
273,5.79
274,5.91
275,6.21
276,5.79
277,5.91
278,5.39
279,5.79
280,5.5
281,5.38
282,6.04
283,5.84
284,6.04
285,5.42
286,5.74
287,6.13
288,4.87
289,5.6
290,5.34
291,5.41
292,5.87
293,5.91
294,6.03
295,5.62
296,5.97
297,5.37
298,5.14
299,5.32
300,5.71
301,5.89
302,5.92
303,5.97
304,5.16
305,5.71
306,5.07
307,5.71
308,5.45
309,5.72
310,5.28
311,5.43
312,5.19
313,5.24
314,5.66
315,5.16
316,5.44
317,5.64
318,5.49
319,5.23
320,5.83
321,5.96
322,5.69
323,6.03
324,5.63
325,5.8
326,5.95
327,6.08
328,5.9
329,5.62
330,5.19
331,5.96
332,6.31
333,5.39
334,6.27
335,5.76
336,6.06
337,5.43
338,5.51
339,5.64
340,5.52
341,5.69
342,5.55
343,5.39
344,5.52
345,5.21
346,5.89
347,5.57
348,5.56
349,6.22
350,5.57
351,5.55
352,5.61
353,6.12
354,5.9
355,5.39
356,5.8
357,5.66
358,6.08
359,5.95
360,5.42
361,5.22
362,5.76
363,6.01
364,5.28
365,5.89
366,5.41
367,5.37
368,6.34
369,6.27
370,5.76
371,5.78
372,5.1
373,5.81
374,5.42
375,5.82
376,6.11
377,5.57
378,6.07
379,5.88
380,5.6
381,5.92
382,5.74
383,5.62
384,5.17
385,5.18
386,5.52
387,5.4
388,5.41
389,5.35
390,6.12
391,5.45
392,6.18
393,5.22
394,6.07
395,5.58
396,6.07
397,5.43
398,4.83
399,5.63
400,5.43
401,5.43
402,5.6
403,5.73
404,5.31
405,5.53
406,5.77
407,5.36
408,5.71
409,5.41
410,5.57
411,6.07
412,6.11
413,5.32
414,5.78
415,6.06
416,5.65
417,5.84
418,5.27
419,5.84
420,6.38
421,5.26
422,5.81
423,5.36
424,5.17
425,5.44
426,5.97
427,5.26
428,5.52
429,4.8
430,5.47
431,5.89
432,5.7
433,5.33
434,5.39
435,5.87
436,5.47
437,5.61
438,5.18
439,5.02
440,5.81
441,5.7
442,5.72
443,5.19
444,5.46
445,5.92
446,5.83
447,5.95
448,5.37
449,5.51
450,6.3
451,5.46
452,5.88
453,5.57
454,5.49
455,5.62
456,5.5
457,5.54
458,6.05
459,6.07
460,4.92
461,5.79
462,5.56
463,5.88
464,5.87
465,5.87
466,6.19
467,6.29
468,5.26
469,5.47
470,5.72
471,5.56
472,5.9
473,5.41
474,5.62
475,5.64
476,6.1
477,5.28
478,5.72
479,4.91
480,5.74
481,5.91
482,5.37
483,5.62
484,5.45
485,5.73
486,5.39
487,5.61
488,5.21
489,5.92
490,5.54
491,5.55
492,5.79
493,5.47
494,6.14
495,5.73
496,5.72
